Name,Count
29-й километр Московской Кольцевой Автодороги,2
27-й километр Московской Кольцевой Автодороги,2
2-я Брестская улица,2
6-я Кожуховская улица,2
улица Ивана Бабушкина,2
Рочдельская улица,2
Санаторная аллея,2
Верхняя Сыромятническая улица,2
Гаврикова улица,2
набережная Академика Туполева,2
Сыромятнический проезд,2
Большой Полуярославский переулок,2
Большая Марфинская улица,2
1-й Вешняковский проезд,2
улица Приорова,2
улица Головачёва,2
Халтуринский проезд,2
Семёновская площадь,2
Новоухтомское шоссе,2
43-й километр Московской Кольцевой Автодороги,2
Старообрядческая улица,2
Подъёмная улица,2
Суздальский проезд,2
улица Рогожский Посёлок,2
Большая Бутовская улица,2
Народная улица,2
67-й километр Московской Кольцевой Автодороги,2
Мелитопольский проезд,2
2-я Мелитопольская улица,2
Дачная улица,2
Котельническая набережная,2
Вересковая улица,2
Новобутовский проезд,2
Ратная улица,2
1-й Миргородский переулок,2
54-й километр Московской Кольцевой Автодороги,2
55-й километр Московской Кольцевой Автодороги,2
Тихвинская улица,2
3-я Песчаная улица,2
1-й Котляковский переулок,2
Малыгинский проезд,2
62-й километр Московской Кольцевой Автодороги,2
66-й километр Московской Кольцевой Автодороги,2
Малая Калитниковская улица,2
улица Гиляровского,2
49-й километр Московской Кольцевой Автодороги,2
Большая Октябрьская улица,2
Спортивная улица,2
Каштановая аллея,2
1-й Западный проезд,2
улица Болдов Ручей,2
улица Наташи Качуевской,2
9-я улица Соколиной Горы,2
Тарный проезд,2
9-я Северная линия,2
Трикотажный проезд,2
2-я улица Измайловского Зверинца,2
59-й километр Московской Кольцевой Автодороги,2
Каскадная улица,2
1-я Напрудная улица,2
Академическая площадь,2
Некрасовская улица,2
Кольцевая улица,2
Новоданиловский проезд,2
Прудовая улица,2
6-й Дачно-Мещерский проезд,2
Учительская улица,2
Старокаширское шоссе,2
95-й километр Московской Кольцевой Автодороги,2
Бабаевская улица,2
56-й километр Московской Кольцевой Автодороги,2
улица Галины Вишневской,2
Каргопольская улица,2
1-й Войковский проезд,2
5-й Войковский проезд,2
Перовский проезд,2
улица Егора Абакумова,2
Палехская улица,2
улица Ляпидевского,2
Староватутинский проезд,2
Аргуновская улица,2
Борисовская улица,2
Оренбургская улица,2
улица Барболина,2
Сормовский проезд,2
Канатчиковский проезд,2
1-й Краснокурсантский проезд,2
Лубянский проезд,2
Неглинная улица,2
Бутовский тупик,2
улица Липчанского,2
1-я Октябрьская улица,2
площадь Сретенские Ворота,2
Маленковская улица,2
улица Сокольническая Слободка,2
Ташкентский переулок,2
Писцовая улица,2
Баррикадная улица,2
Житная улица,2
9-й километр Московской Кольцевой Автодороги,2
улица Полковника Милиции Курочкина,2
улица Анны Ахматовой,2
Комсомольская улица,2
1-я Сестрорецкая улица,2
2-я Подрезковская улица,2
Кировоградский проезд,2
7-й километр Московской Кольцевой Автодороги,2
Чесменская улица,2
Кленовый бульвар,2
Долгопрудная улица,2
3-й Дербеневский переулок,1
Путейская улица,1
3-й Лихачёвский переулок,1
6-й Новоостанкинский проезд,1
улица Кондратюка,1
улица Еланского,1
Гостиничная улица,1
2-й Крестовский переулок,1
улица Черняховского,1
проезд Девичьего Поля,1
Весенняя улица,1
улица Маршала Вершинина,1
Дегунинский проезд,1
проезд Стратонавтов,1
Туркменский проезд,1
Улица Маршала Василевского,1
5-я Магистральная улица,1
Мелиховская улица,1
Запорожская улица,1
Гвардейская улица,1
Житомирская улица,1
Селигерская улица,1
Бескудниковский переулок,1
5-й проезд Марьиной Рощи,1
Полковая улица,1
улица Двинцев,1
улица Трёхгорный Вал,1
Стрелецкая улица,1
3-й проезд Марьиной Рощи,1
Павловская улица,1
Серпуховская площадь,1
1-й Ботанический проезд,1
Селезнёвская улица,1
Большая Переяславская улица,1
Перуновский переулок,1
Стрельбищенский переулок,1
1-я Прогонная улица,1
Алымов переулок,1
1-й проезд Подбельского,1
Русаковская набережная,1
1-я Рыбинская улица,1
Водопроводный переулок,1
Щёлковский проезд,1
Каширский проезд,1
Донская улица,1
Сахалинская улица,1
Делегатская улица,1
улица Достоевского,1
Спартаковская площадь,1
улица Аносова,1
Кусковский тупик,1
2-й Южнопортовый проезд,1
2-я Мякининская улица,1
Боровицкая площадь,1
Раушская набережная,1
Болотная улица,1
улица Нижняя Хохловка,1
Кремлёвская набережная,1
Подгорская набережная,1
Андроньевская площадь,1
Андроньевский проезд,1
4-й Сетуньский проезд,1
2-я Кабельная улица,1
2-й Кабельный проезд,1
площадь Киевского Вокзала,1
Красноворотский проезд,1
улица Полосухина,1
3-я Прядильная улица,1
Безымянный проезд,1
Самотёчная площадь,1
Петровский бульвар,1
Банный переулок,1
улица Воронцовские Пруды,1
улица Шухова,1
Устьинская набережная,1
Грузинский переулок,1
Нововоротниковский переулок,1
Красноказарменная площадь,1
Софийская набережная,1
Элеваторная улица,1
Товарищеская улица,1
улица Улофа Пальме,1
Елоховская площадь,1
улица Павла Андреева,1
Нижняя Краснохолмская улица,1
Яузский бульвар,1
Хохловская площадь,1
Малая Семёновская улица,1
Курская улица,1
7-я улица Текстильщиков,1
1-я Радиальная улица,1
25-й километр Московской Кольцевой Автодороги,1
Шелепихинский мост,1
улица Петра Романова,1
Соймоновский проезд,1
3-я Никопольская улица,1
Мелитопольская улица,1
Теплостанский проезд,1
улица Тюрина,1
Донбасская улица,1
1-й Сыромятнический переулок,1
Пересветов переулок,1
проектируемый проезд № 3683,1
Мазиловская улица,1
Малая Набережная улица,1
Муромская улица,1
Поселковая улица,1
44-й километр Московской Кольцевой Автодороги,1
45-й километр Московской Кольцевой Автодороги,1
улица Кухмистерова,1
1-я Боевская улица,1
Гороховский переулок,1
39-й километр Московской Кольцевой Автодороги,1
8-я Северная линия,1
Гончарная набережная,1
Зоологический переулок,1
Васильевская улица,1
Тишинская площадь,1
улица Подвойского,1
улица Неверовского,1
Будайская улица,1
улица Касаткина,1
улица Лефортовский Вал,1
улица Адмирала Руднева,1
1-я Мясниковская улица,1
Токмаков переулок,1
площадь Шокина,1
Комсомольская площадь,1
4-й Ходынский проезд,1
Песчаный переулок,1
Улица Веры Волошиной,1
Игарский проезд,1
Тушинская улица,1
4-я Мякининская улица,1
Трудовая аллея,1
проектируемый проезд № 2236,1
Ивовая улица,1
Цариков переулок,1
Челобитьевское шоссе,1
Графский переулок,1
улица Палиха,1
Школьная улица,1
Воловья улица,1
Красноказарменный проезд,1
Скотопрогонная улица,1
2-я Железнодорожная улица,1
Торговая улица,1
Волоцкой переулок,1
Озёрная аллея,1
103-й километр Московской Кольцевой Автодороги,1
2-я Рейсовая улица,1
Западная улица,1
улица Бажова,1
47-й километр Московской Кольцевой Автодороги,1
Ходынский бульвар,1
Витебская улица,1
3-я улица Соколиной Горы,1
Тестовская улица,1
Таможенный проезд,1
Средний Золоторожский переулок,1
Старокирочный переулок,1
Товарищеский переулок,1
Будайский проезд,1
Норильская улица,1
Широкий проезд,1
улица Годовикова,1
улица Бочкова,1
улица Дубовой Рощи,1
Стромынский переулок,1
Верхняя Первомайская улица,1
улица Васильцовский Стан,1
улица Лётчика Ульянина,1
Есенинский бульвар,1
Ивановская улица,1
2-й Тушинский проезд,1
Госпитальный переулок,1
Береговая улица,1
Чукотский проезд,1
улица Чичерина,1
1-й Кожуховский проезд,1
улица Охотный Ряд,1
улица Петровка,1
Театральная площадь,1
Рахмановский переулок,1
улица Барышевская Роща,1
Институтский проезд,1
улица Маресьева,1
проезд Апакова,1
улица Панфёрова,1
Новорязанское шоссе,1
улица Маршала Рыбалко,1
улица Коровий Вал,1
площадь Пречистенские Ворота,1
улица Николаева,1
Большая Сухаревская площадь,1
Улица Всеволода Вишневского,1
Театральная аллея,1
Мантулинская улица,1
Новостроевская улица,1
Верхнелихоборская улица,1
улица Демьяна Бедного,1
3-й Волоколамский проезд,1
улица Никитина,1
улица Бианки,1
улица Генерала Сандалова,1
3-й Силикатный проезд,1
улица Чёрное Озеро,1
1-й Южнопортовый проезд,1
Городская улица,1
Сеславинская улица,1
улица Новая Заря,1
Бекасовская улица,1
Троицкая улица,1
Улица Нижние Мнёвники,1
улица Правды,1
1-й Лесной переулок,1
улица Большая Лубянка,1
Бесединское шоссе,1
Добровольческая улица,1
улица Рудневой,1
1-й Красногорский проезд,1
